"N°DPE","Date_réception_DPE","Date_établissement_DPE","Date_visite_diagnostiqueur","Modèle_DPE","N°_DPE_remplacé","Date_fin_validité_DPE","Version_DPE","N°_DPE_immeuble_associé","Appartement_non_visité_(0/1)","Méthode_application_DPE","N°_immatriculation_copropriété","N°_RPLS_logement","Invariant_fiscal_logement","Etiquette_DPE","Etiquette_GES","Type_bâtiment","Type_installation_chauffage","Type_installation_ECS_(général)","Hauteur_sous-plafond","Nombre_appartement","Nombre_niveau_immeuble","Nombre_niveau_logement","Surface_habitable_immeuble","Surface_tertiaire_immeuble","Surface_habitable_logement","Classe_inertie_bâtiment","Typologie_logement","Position_logement_dans_immeuble","Classe_altitude","Zone_climatique_","Adresse_brute","Nom__commune_(BAN)","Code_INSEE_(BAN)","N°_voie_(BAN)","Identifiant__BAN","Adresse_(BAN)","Code_postal_(BAN)","Score_BAN","Nom__rue_(BAN)","Coordonnée_cartographique_X_(BAN)","Coordonnée_cartographique_Y_(BAN)","Code_postal_(brut)","N°_étage_appartement","Nom_résidence","Complément_d'adresse_bâtiment","Cage_d'escalier","Complément_d'adresse_logement","Statut_géocodage","Nom__commune_(Brut)","N°_département_(BAN)","N°_région_(BAN)","Conso_5_usages_é_finale","Conso_5_usages/m²_é_finale","Conso_chauffage_é_finale","Conso_chauffage_dépensier_é_finale","Conso_éclairage_é_finale","Conso_ECS_é_finale","Conso_ECS_dépensier_é_finale","Conso_refroidissement_é_finale","Conso_refroidissement_dépensier_é_finale","Conso_auxiliaires_é_finale","Conso_5_usages_é_primaire","Conso_5_usages_par_m²_é_primaire","Conso_chauffage_é_primaire","Conso_chauffage_dépensier_é_primaire","Conso_éclairage_é_primaire","Conso_ECS_é_primaire","Conso_ECS_dépensier_é_primaire","Conso_refroidissement_é_primaire","Conso_refroidissement_dépensier_é_primaire","Conso_auxiliaires_é_primaire","Emission_GES_5_usages","Emission_GES_5_usages_par_m²","Emission_GES_chauffage","Emission_GES_chauffage_dépensier","Emission_GES_éclairage","Emission_GES_ECS","Emission_GES_ECS_dépensier","Emission_GES_refroidissement","Emission_GES_refroidissement_dépensier","Emission_GES_auxiliaires","Conso_5_usages_énergie_n°1","Conso_chauffage_énergie_n°1","Conso_ECS_énergie_n°1","Coût_5_usages_énergie_n°1","Coût_chauffage_énergie_n°1","Coût_ECS_énergie_n°1","Emission_GES_5_usages_énergie_n°1","Emission_GES_chauffage_par_énergie_n°1","Emission_GES_ECS_par_énergie_n°1","Type_énergie_n°1","Conso_5_usages_énergie_n°2","Conso_chauffage_énergie_n°2","Conso_ECS_énergie_n°2","Coût_5_usages_énergie_n°2","Coût_chauffage_énergie_n°2","Coût_ECS_énergie_n°2","Emission_GES_5_usages_énergie_n°2","Emission_GES_chauffage_par_énergie_n°2","Emission_GES_ECS_par_énergie_n°2","Type_énergie_n°2","Conso_5_usages_énergie_n°3","Conso_chauffage_énergie_n°3","Conso_ECS_énergie_n°3","Coût_5_usages_énergie_n°3","Coût_chauffage_énergie_n°3","Coût_ECS_énergie_n°3","Emission_GES_5_usages_énergie_n°3","Emission_GES_chauffage_par_énergie_n°3","Emission_GES_ECS_par_énergie_n°3","Type_énergie_n°3","Coût_total_5_usages","Coût_chauffage","Coût_chauffage_dépensier","Coût_éclairage","Coût_ECS_dépensier","Coût_ECS","Coût_refroidissement","Coût_refroidissement_dépensier","Coût_auxiliaires","Logement_traversant_(0/1)","Présence_brasseur_air_(0/1)","Indicateur_confort_été","Isolation_toiture_(0/1)","Protection_solaire_exterieure_(0/1)","Inertie_lourde_(0/1)","Deperditions_baies_vitrées","Deperditions_enveloppe","Déperditions_murs","Deperditions_planchers_bas","Deperditions_planchers_hauts","Déperditions_ponts_thermiques","Déperditions_portes","Déperditions_renouvellement_air","Qualité_isolation_enveloppe","Qualité_isolation_menuiseries","Qualité_isolation_murs","Qualité_isolation_plancher_bas","Ubat_W/m²_K","Qualité_isolation_plancher_haut_comble_aménagé","Besoin_chauffage","Besoin_ECS","Besoin_refroidissement","Conso_chauffage_installation_chauffage_n°1","Description_installation_chauffage_n°1","Configuration_installation_chauffage_n°1","Type_installation_chauffage_n°1","Surface_chauffée_installation_chauffage_n°1","Type_émetteur_installation_chauffage_n°1","Conso_chauffage_générateur_n°1_installation_n°1","Type_générateur_n°2_installation_n°1","Conso_chauffage_dépensier_générateur_n°1_installation_n°1","Type_énergie_générateur_n°1_installation_n°1","Type_générateur_n°1_installation_n°1","Usage_générateur_n°1_installation_n°1","Conso_chauffage_générateur_n°2_installation_n°1","Conso_chauffage_dépensier_générateur_n°2_installation_n°1","Type_énergie_générateur_n°2_installation_n°1","Usage_générateur_n°2_installation_n°1","Conso_chauffage_installation_chauffage_n°2","Description_installation_chauffage_n°2","Configuration_installation_chauffage_n°2","Type_installation_chauffage_n°2","Surface_chauffée_installation_chauffage_n°2","Type_émetteur_installation_chauffage_n°2","Conso_chauffage_générateur_n°1_installation_n°2","Conso_chauffage_dépensier_générateur_n°1_installation_n°2","Type_énergie_générateur_n°1_installation_n°2","Type_générateur_n°1_installation_n°2","Usage_générateur_n°1_installation_n°2","Conso_chauffage_générateur_n°2_installation_n°2","Conso_chauffage_dépensier_générateur_n°2_installation_n°2","Type_énergie_générateur_n°2_installation_n°2","Type_générateur_n°2_installation_n°2","Usage_générateur_n°2_installation_n°2","Clé_répartition_chauffage","Conso_é_finale_installation_ECS","Description_installation_ECS","Configuration_installation_ECS","Type_installation_ECS","Type_installation_solaire","Nombre_logements_desservis_par_installation_ECS","Production_ecs_solaire_installation","Surface_habitable_desservie_par_installation_ECS","Conso_é_finale_générateur_ECS_n°1","COP_générateur_ECS_n°1","Description_générateur_ECS_n°1","Type_énergie_générateur_ECS_n°1","Type_générateur_ECS_n°1","Usage_générateur_ECS_n°1","Volume_stockage_générateur_ECS_n°1","Conso_é_finale_générateur_ECS_n°2","COP_générateur_ECS_n°2","Description_générateur_ECS_n°2","Type_énergie_générateur_ECS_n°2","Type_générateur_ECS_n°2","Usage_générateur_ECS_n°2","Volume_stockage_générateur_ECS_n°2","Type_ventilation","Surface_ventilée","Ventilation_postérieure_2012_(0/1)","Besoin_refroidissement_annuel","Conso_refroidissement_annuel","Description_générateur_froid","Type_générateur_froid","Surface_climatisée","Catégorie_ENR","Electricité_PV_autoconsommée","Système_production_électricité_origine_renouvelable","Présence_production_PV_(0/1)","Production_électricité_PV_kWh","Production_électricité_PV_kWh/m²","Surface_totale_capteurs_photovoltaïque","Nombre_module","Type_énergie_principale_chauffage","Type_énergie_principale_ECS","Déperditions_totales_logement","Déperditions_totales_bâtiment","Conso_5_usages_é_finale_énergie_n°1"
"2469N0892797M","2024-03-12","2024-03-11","2024-03-10","DPE NEUF logement : RT2012",,"2034-03-10",2.3,,0,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement",,,,"C","A","appartement","individuel","individuel",2.5,31,1,1,2121.4,,43.9,,,,,,"19bis Rue Antoine Dumont 69008 LYON","Lyon","69388","19bis","69388_tit1oq_00019_bis","19bis Rue Antoine Dumont 69008 Lyon","69008",0.69,"Rue Antoine Dumont",844363.05,6516619.71,"69008",,,,,"1-AB-22-A302-T2","adresse non géocodée ban car aucune correspondance trouvée","Lyon","69","84",2148.5,49,310.9,360.6,25.8,1715.2,2418.4,0,0,1.6,4941.6,112.6,715,829.4,59.4,3944.9,5562.3,0,0,3.7,144.3,3.2,24.6,28.5,1.8,111.5,157.2,0,0,0.1,,,,,90.2,497.5,1.9,,,"Électricité",,,,,,,,,,,,,,,,,,,,,623.2,90.2,104.6,89.1,701.5,497.5,0,0,5.6,,,,,,,,,,,,,,,"bonne","très bonne","très bonne","très bonne",0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Électricité",,,,2053.5
"2469N0892783Y","2024-03-12","2024-03-11","2024-03-10","DPE NEUF logement : RT2012",,"2034-03-10",2.3,,0,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement",,,,"C","A","appartement","individuel","individuel",2.5,31,1,1,2121.4,,43.9,,,,,,"19bis Rue Antoine Dumont 69008 LYON","Lyon","69388","19bis","69388_tit1oq_00019_bis","19bis Rue Antoine Dumont 69008 Lyon","69008",0.69,"Rue Antoine Dumont",844363.05,6516619.71,"69008",,,,,"1-AB-13-A202-T2","adresse non géocodée ban car aucune correspondance trouvée","Lyon","69","84",2106.2,48,268.5,311.5,25.8,1715.2,2418.4,0,0,1.6,4844.2,110.4,617.6,716.5,59.4,3944.9,5562.3,0,0,3.7,141,3.2,21.2,24.6,1.8,111.5,157.2,0,0,0.1,,,,,77.9,497.5,1.9,,,"Électricité",,,,,,,,,,,,,,,,,,,,,610.9,77.9,90.4,89.1,701.5,497.5,0,0,5.6,,,,,,,,,,,,,,,"bonne","très bonne","très bonne","très bonne",0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Électricité",,,,2011.2
"2469N0892780V","2024-03-12","2024-03-11","2024-03-10","DPE NEUF logement : RT2012",,"2034-03-10",2.3,,0,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement",,,,"C","A","appartement","individuel","individuel",2.5,31,1,1,2121.4,,48.2,,,,,,"19bis Rue Antoine Dumont 69008 LYON","Lyon","69388","19bis","69388_tit1oq_00019_bis","19bis Rue Antoine Dumont 69008 Lyon","69008",0.69,"Rue Antoine Dumont",844363.05,6516619.71,"69008",,,,,"1-AB-1-A001-T2","adresse non géocodée ban car aucune correspondance trouvée","Lyon","69","84",2512.6,52.2,577.7,670.1,28.4,1800.4,2538.5,0,0,1.8,5779.1,119.9,1328.7,1541.3,65.3,4140.8,5838.6,0,0,4.1,171.8,3.5,45.6,52.9,2,117,165,0,0,0.1,,,,,167.6,522.2,2.1,,,"Électricité",,,,,,,,,,,,,,,,,,,,,728.8,167.6,194.4,97.9,736.3,522.2,0,0,6.1,,,,,,,,,,,,,,,"bonne","très bonne","très bonne","très bonne",0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Électricité",,,,2408.2
"2469N0892802R","2024-03-12","2024-03-11","2024-03-10","DPE NEUF logement : RT2012",,"2034-03-10",2.3,,0,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement",,,,"C","A","appartement","individuel","individuel",2.5,31,1,1,2121.4,,44,,,,,,"19bis Rue Antoine Dumont 69008 LYON","Lyon","69388","19bis","69388_tit1oq_00019_bis","19bis Rue Antoine Dumont 69008 Lyon","69008",0.69,"Rue Antoine Dumont",844363.05,6516619.71,"69008",,,,,"1-AB-24-A304-T2","adresse non géocodée ban car aucune correspondance trouvée","Lyon","69","84",2187.8,49.8,347.6,403.2,25.9,1717.3,2421.5,0,0,1.6,5031.8,114.4,799.5,927.5,59.6,3949.9,5569.4,0,0,3.7,147.4,3.3,27.5,31.9,1.8,111.6,157.4,0,0,0.1,,,,,100.8,498.2,1.9,,,"Électricité",,,,,,,,,,,,,,,,,,,,,634.6,100.8,117,89.3,702.4,498.1,0,0,5.6,,,,,,,,,,,,,,,"bonne","très bonne","très bonne","très bonne",0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Électricité",,,,2092.5
"2469N2757372X","2024-07-30","2024-07-29","2024-07-07","DPE NEUF logement : RT2012",,"2034-07-28",2.4,,0,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle",,,,"B","A","maison",,,2.5,1,1,1,94.2,,94.2,,,,,,"Le Bourg","Ancy","69008",,"69008","Ancy","69490",0.46,,817622.02,6527119.05,"69490",,,,,"1-Batiment n 1-1-LogZone","adresse non géocodée ban car aucune correspondance trouvée","Ancy","69","84",3042.7,32.3,2251.4,2611.6,169.6,518.1,730.5,0,0,0,6998.1,74.2,5178.2,6006.7,390,1191.6,1680.2,0,0,0,229.9,2.4,177.9,206.3,11.7,33.7,47.5,0,0,0,,,,,544,125,18.3,,,"Électricité",,,,,,,,,,,,,,,,,,,,,735,544,631,41,176.3,125,0,0,0,,,,,,,,,,,,,,,"très bonne","très bonne","très bonne","très bonne",0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Il existe plusieurs descriptifs ENR",,,,,,,,"Électricité",,,,3042.7
"2369N3969673V","2023-11-22","2023-11-05","2023-10-17","DPE NEUF logement : RT2012","2369N3942644G","2033-11-04",2.3,,0,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement",,,,"E","B","appartement","individuel","individuel",2.5,26,1,1,1579.5,,32.8,,,,,,"Angle de la rue Valensaut : de l'Avenue Viviani et de la rue Général André","Lyon","69388",,"69388_7510","Avenue Viviani 69008 Lyon","69008",0.29,"Avenue Viviani",845703.02,6515552.1,"69008",,,,,"1-A-4-A04","adresse non géocodée ban car aucune correspondance trouvée","LYON","69","84",4563,139,2639,3061.2,20.8,1827,2576.1,0,0,1.2,10495,319.8,6069.7,7040.9,47.8,4202.1,5925,0,0,2.8,333.8,10.2,208.5,241.8,1.4,118.8,167.4,0,0,0.1,,,,,765.5,530,1.5,,,"Électricité",,,,,,,,,,,,,,,,,,,,,1323.6,765.5,888,71.7,747.2,530,0,0,4.2,,,,,,,,,,,,,,,"moyenne","très bonne","très bonne","bonne",0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Électricité",,,,4488
"2369N3702305L","2023-10-31","2023-10-30","2023-10-30","DPE NEUF logement : RT2012",,"2033-10-29",2.3,,0,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement",,,,"C","C","appartement","individuel","individuel",2.5,42,1,1,2584.4,,64.5,,,,,,"248-264 BOULEVARD PINEL","Lyon","69388",,"69388_5555","Boulevard Pinel 69008 Lyon","69008",0.62,"Boulevard Pinel",846745.99,6515736.9,"69008",,,,,"1--24-Logement 24","adresse non géocodée ban car aucune correspondance trouvée","LYON","69","84",3666.6,56.8,1913.1,2219.2,38.1,1581.1,2229.4,0,0,0,3890.6,60.3,1913.1,2219.2,87.6,1581.1,2229.4,0,0,0,804.9,12.5,434.3,503.8,2.6,358.9,506.1,0,0,0,,,,,212.8,175.8,0,,,"Gaz naturel",,,,,0,0,2.6,,,"Électricité",,,,,,,,,,,438.6,212.8,246.8,131.3,247.9,175.8,0,0,0,,,,,,,,,,,,,,,"moyenne","très bonne","très bonne","bonne",0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaz naturel",,,,3494.2
"2369N3702212W","2023-10-31","2023-10-30","2023-10-30","DPE NEUF logement : RT2012",,"2033-10-29",2.3,,0,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement",,,,"C","C","appartement","individuel","individuel",2.5,42,1,1,2584.4,,58.4,,,,,,"248-264 BOULEVARD PINEL","Lyon","69388",,"69388_5555","Boulevard Pinel 69008 Lyon","69008",0.62,"Boulevard Pinel",846745.99,6515736.9,"69008",,,,,"1--9-Logement 9","adresse non géocodée ban car aucune correspondance trouvée","LYON","69","84",3159.4,54.1,1475.8,1711.9,34.5,1527.7,2154,0,0,0,3362.2,57.6,1475.8,1711.9,79.3,1527.7,2154,0,0,0,692.4,11.9,335,388.6,2.4,346.8,489,0,0,0,,,,,164.1,169.9,0,,,"Gaz naturel",,,,,0,0,2.4,,,"Électricité",,,,,,,,,,,379.3,164.1,190.4,118.8,239.5,169.9,0,0,0,,,,,,,,,,,,,,,"moyenne","très bonne","très bonne","bonne",0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaz naturel",,,,3003.4
"2369N3702229N","2023-10-31","2023-10-30","2023-10-30","DPE NEUF logement : RT2012",,"2033-10-29",2.3,,0,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement",,,,"C","C","appartement","individuel","individuel",2.5,42,1,1,2584.4,,69.9,,,,,,"248-264 BOULEVARD PINEL","Lyon","69388",,"69388_5555","Boulevard Pinel 69008 Lyon","69008",0.62,"Boulevard Pinel",846745.99,6515736.9,"69008",,,,,"1--12-Logement 12","adresse non géocodée ban car aucune correspondance trouvée","LYON","69","84",4892.6,70,3077.7,3570.2,41.3,1628.2,2295.7,0,0,0,5135.4,73.4,3077.7,3570.2,94.9,1628.2,2295.7,0,0,0,1080.9,15.5,698.6,810.4,2.8,369.6,521.1,0,0,0,,,,,342.3,181.1,0,,,"Gaz naturel",,,,,0,0,2.8,,,"Électricité",,,,,,,,,,,577.5,342.3,397,142.3,255.3,181.1,0,0,0,,,,,,,,,,,,,,,"moyenne","très bonne","très bonne","bonne",0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaz naturel",,,,4705.9
"2369N3702193D","2023-10-31","2023-10-30","2023-10-30","DPE NEUF logement : RT2012",,"2033-10-29",2.3,,0,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement",,,,"C","C","appartement","individuel","individuel",2.5,42,1,1,2584.4,,49.1,,,,,,"248-264 BOULEVARD PINEL","Lyon","69388",,"69388_5555","Boulevard Pinel 69008 Lyon","69008",0.62,"Boulevard Pinel",846745.99,6515736.9,"69008",,,,,"1--5-Logement 5","adresse non géocodée ban car aucune correspondance trouvée","LYON","69","84",3642.8,74.2,2071.8,2403.3,29,1439.9,2030.3,0,0,0,3813.2,77.7,2071.8,2403.3,66.6,1439.9,2030.3,0,0,0,806.1,16.4,470.3,545.6,2,326.9,460.9,0,0,0,,,,,230.4,160.1,0,,,"Gaz naturel",,,,,0,0,2,,,"Électricité",,,,,,,,,,,428.6,230.4,267.3,99.9,225.8,160.1,0,0,0,,,,,,,,,,,,,,,"moyenne","très bonne","très bonne","bonne",0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaz naturel",,,,3511.8
